client,true_value,mrr_value
c21701,26,94
c21702,52,90
c21703,43,77
c21704,21,21
c21705,27,34
c21706,6,19
c21707,15,60
c21708,9,47
c21709,21,72
c21710,63,39
c21711,7,27
c21712,1,27
c21713,12,54
c21714,16,4
c21715,17,17
c21716,15,11
c21717,20,17
c21718,10,55
c21719,27,36
c21720,4,19
c21721,30,84
c21722,27,27
c21723,28,98
c21724,2,64
c21725,5,26
c21726,6,6
c21727,27,36
c21728,2,20
c21729,7,7
c21730,4,4
c21731,23,23
c21732,8,25
c21733,17,1
c21734,8,88
c21735,5,8
c21736,8,73
c21737,37,62
c21738,2,87
c21739,32,22
c21740,12,19
c21741,2,34
c21742,20,20
c21743,1,2
c21744,35,21
c21745,3,94
c21746,15,19
c21747,21,58
c21748,13,44
c21749,21,48
c21750,30,47
c21751,81,26
c21752,12,95
c21753,17,17
c21754,18,18
c21755,19,91
c21756,1,48
c21757,4,4
c21758,5,46
c21759,12,6
c21760,2,56
c21761,4,55
c21762,26,37
c21763,10,76
c21764,8,77
c21765,21,11
c21766,44,72
c21767,35,26
c21768,12,9
c21769,21,17
c21770,8,49
c21771,1,24
c21772,22,48
c21773,8,78
c21774,36,36
c21775,10,78
c21776,12,82
c21777,29,79
c21778,62,10
c21779,12,22
c21780,22,40
c21781,13,13
c21782,2,2
c21783,33,49
c21784,17,12
c21785,4,37
c21786,68,8
c21787,8,77
c21788,9,22
c21789,10,10
c21790,20,2
c21791,12,95
c21792,22,85
c21793,20,1
c21794,18,18
c21795,9,19
c21796,19,94
c21797,10,10
c21798,18,18
c21799,22,70
c21800,24,82
c21801,8,59
c21802,7,36
c21803,52,91
c21804,32,19
c21805,15,32
c21806,11,100
c21807,3,27
c21808,35,35
c21809,1,41
c21810,30,81
c21811,2,97
c21812,18,77
c21813,3,3
c21814,21,21
c21815,15,87
c21816,38,23
c21817,9,63
c21818,11,98
c21819,24,52
c21820,4,4
c21821,4,97
c21822,16,81
c21823,8,100
c21824,3,47
c21825,77,21
c21826,9,93
c21827,23,83
c21828,50,8
c21829,7,15
c21830,5,69
c21831,8,64
c21832,12,4
c21833,48,6
c21834,21,21
c21835,16,11
c21836,54,90
c21837,7,7
c21838,6,6
c21839,41,7
c21840,14,55
c21841,9,82
c21842,6,6
c21843,1,57
c21844,5,54
c21845,1,12
c21846,6,37
c21847,91,4
c21848,13,96
c21849,10,96
c21850,8,73
c21851,3,7
c21852,26,46
c21853,20,61
c21854,21,47
c21855,16,34
c21856,6,77
c21857,8,64
c21858,48,23
c21859,6,33
c21860,21,48
c21861,6,57
c21862,26,75
c21863,17,82
c21864,27,25
c21865,3,58
c21866,74,51
c21867,25,8
c21868,9,17
c21869,32,32
c21870,38,44
c21871,34,72
c21872,5,5
c21873,29,80
c21874,17,17
c21875,25,57
c21876,14,22
c21877,17,71
c21878,25,92
c21879,1,72
c21880,32,62
c21881,12,12
c21882,38,17
c21883,3,23
c21884,6,8
c21885,13,75
c21886,2,55
c21887,27,66
c21888,18,94
c21889,13,29
c21890,92,94
c21891,45,35
c21892,2,96
c21893,10,15
c21894,29,27
c21895,13,47
c21896,3,11
c21897,1,87
c21898,4,83
c21899,2,49
c21900,8,57
c21901,38,31
c21902,8,17
c21903,37,9
c21904,31,34
c21905,26,26
c21906,16,16
c21907,29,50
c21908,4,31
c21909,3,81
c21910,7,64
c21911,3,3
c21912,14,51
c21913,37,44
c21914,77,57
c21915,7,95
c21916,13,61
c21917,55,55
c21918,33,66
c21919,5,5
c21920,19,27
c21921,39,7
c21922,24,23
c21923,4,85
c21924,12,93
c21925,9,9
c21926,8,48
c21927,25,8
c21928,10,10
c21929,12,36
c21930,5,28
c21931,40,94
c21932,10,10
c21933,1,99
c21934,22,79
c21935,7,58
c21936,23,51
c21937,9,96
c21938,3,93
c21939,7,7
c21940,14,97
c21941,11,66
c21942,11,11
c21943,21,3
c21944,8,62
c21945,24,96
c21946,6,56
c21947,20,46
c21948,50,12
c21949,12,100
c21950,39,73
c21951,11,66
c21952,37,67
c21953,10,23
c21954,17,17
c21955,1,52
c21956,17,62
c21957,2,9
c21958,7,61
c21959,30,64
c21960,41,41
c21961,16,17
c21962,41,62
c21963,10,36
c21964,1,1
c21965,15,33
c21966,29,26
c21967,39,89
c21968,25,21
c21969,6,20
c21970,16,62
c21971,38,87
c21972,28,6
c21973,27,79
c21974,3,20
c21975,10,91
c21976,8,66
c21977,16,16
c21978,16,97
c21979,6,9
c21980,4,96
c21981,33,75
c21982,19,34
c21983,21,11
c21984,14,94
c21985,39,91
c21986,9,70
c21987,15,15
c21988,1,54
c21989,3,77
c21990,28,35
c21991,14,60
c21992,37,37
c21993,14,81
c21994,8,100
c21995,6,6
c21996,60,90
c21997,7,38
c21998,1,41
c21999,50,65
c22000,16,16
c22001,9,58
c22002,15,15
c22003,8,8
c22004,37,11
c22005,8,7
c22006,9,9
c22007,23,73
c22008,7,7
c22009,4,63
c22010,8,8
c22011,2,2
c22012,18,13
c22013,48,22
c22014,25,85
c22015,4,46
c22016,9,53
c22017,37,33
c22018,33,92
c22019,2,98
c22020,9,51
c22021,33,75
c22022,5,24
c22023,3,2
c22024,42,2
c22025,24,28
c22026,42,68
c22027,22,31
c22028,19,78
c22029,3,77
c22030,2,56
c22031,14,14
c22032,10,38
c22033,60,38
c22034,1,71
c22035,1,41
c22036,32,40
c22037,59,85
c22038,10,10
c22039,15,18
c22040,3,43
c22041,28,36
c22042,3,5
c22043,3,19
c22044,10,53
c22045,7,9
c22046,12,37
c22047,3,43
c22048,4,41
c22049,11,28
c22050,28,8
c22051,41,76
c22052,8,8
c22053,4,1
c22054,4,45
c22055,8,5
c22056,6,21
c22057,34,36
c22058,58,44
c22059,15,18
c22060,5,95
c22061,8,29
c22062,16,91
c22063,3,79
c22064,10,10
c22065,33,45
c22066,1,24
c22067,41,26
c22068,27,50
c22069,26,14
c22070,38,54
c22071,9,64
c22072,22,73
c22073,19,63
c22074,2,64
c22075,28,35
c22076,1,1
c22077,27,48
c22078,5,91
c22079,5,99
c22080,15,21
c22081,4,92
c22082,17,26
c22083,1,69
c22084,16,16
c22085,17,92
c22086,29,32
c22087,18,18
c22088,4,2
c22089,1,81
c22090,1,22
c22091,24,21
c22092,27,80
c22093,7,93
c22094,4,4
c22095,4,12
c22096,16,47
c22097,10,76
c22098,31,55
c22099,25,25
c22100,26,15
c22101,31,52
c22102,29,90
c22103,9,17
c22104,13,13
c22105,8,30
c22106,9,30
c22107,6,78
c22108,11,88
c22109,28,9
c22110,52,32
c22111,7,46
c22112,54,54
c22113,1,94
c22114,6,64
c22115,42,79
c22116,9,25
c22117,39,47
c22118,18,71
c22119,9,27
c22120,3,39
c22121,12,30
c22122,10,60
c22123,2,79
c22124,1,97
c22125,10,73
c22126,15,58
c22127,55,58
c22128,7,50
c22129,8,52
c22130,3,97
c22131,41,74
c22132,19,49
c22133,13,13
c22134,3,49
c22135,25,17
c22136,5,34
c22137,41,7
c22138,18,2
c22139,9,14
c22140,21,17
c22141,3,80
c22142,14,36
c22143,15,71
c22144,58,85
c22145,40,87
c22146,6,92
c22147,52,79
c22148,3,28
c22149,19,26
c22150,20,71
c22151,53,56
c22152,20,30
c22153,3,19
c22154,52,43
c22155,11,32
c22156,19,58
c22157,5,34
c22158,36,82
c22159,1,20
c22160,15,29
c22161,14,29
c22162,18,44
c22163,63,31
c22164,17,94
c22165,74,74
c22166,4,42
c22167,65,11
c22168,21,95
c22169,64,6
c22170,17,63
c22171,34,70
c22172,21,51
c22173,21,66
c22174,1,79
c22175,4,78
c22176,12,96
c22177,10,49
c22178,16,85
c22179,11,63
c22180,6,15
c22181,9,80
c22182,8,98
c22183,74,99
c22184,10,71
c22185,1,1
c22186,17,29
c22187,27,32
c22188,13,13
c22189,1,92
c22190,7,9
c22191,23,12
c22192,38,38
c22193,26,41
c22194,63,7
c22195,7,97
c22196,29,12
c22197,8,32
c22198,10,86
c22199,15,98
c22200,6,56
c22201,62,75
c22202,8,53
c22203,11,77
c22204,43,43
c22205,48,88
c22206,3,83
c22207,13,51
c22208,1,1
c22209,29,8
c22210,19,75
c22211,7,34
c22212,12,51
c22213,8,50
c22214,41,83
c22215,8,70
c22216,14,62
c22217,20,21
c22218,11,14
c22219,4,65
c22220,51,98
c22221,21,96
c22222,25,25
c22223,14,45
c22224,13,19
c22225,11,11
c22226,14,75
c22227,20,10
c22228,3,1
c22229,4,4
c22230,18,97
c22231,26,26
c22232,56,96
c22233,43,2
c22234,10,56
c22235,17,66
c22236,2,49
c22237,2,19
c22238,55,81
c22239,19,75
c22240,25,51
c22241,22,22
c22242,16,33
c22243,6,77
c22244,19,23
c22245,32,95
c22246,17,69
c22247,16,10
c22248,8,68
c22249,2,67
c22250,3,43
c22251,1,21
c22252,23,49
c22253,42,30
c22254,38,38
c22255,31,86
c22256,18,20
c22257,12,56
c22258,17,43
c22259,1,70
c22260,1,66
c22261,20,16
c22262,93,93
c22263,44,62
c22264,17,76
c22265,7,61
c22266,8,92
c22267,25,2
c22268,3,85
c22269,10,65
c22270,5,5
c22271,12,44
c22272,31,35
c22273,1,82
c22274,5,66
c22275,19,84
c22276,9,20
c22277,1,79
c22278,5,25
c22279,2,59
c22280,7,18
c22281,2,29
c22282,16,34
c22283,1,19
c22284,15,85
c22285,16,98
c22286,6,31
c22287,21,21
c22288,13,59
c22289,3,71
c22290,7,50
c22291,20,38
c22292,24,17
c22293,20,86
c22294,14,14
c22295,7,39
c22296,12,76
c22297,16,56
c22298,20,42
c22299,16,92
c22300,10,68
c22301,58,66
c22302,12,93
c22303,2,33
c22304,2,82
c22305,12,18
c22306,3,5
c22307,41,3
c22308,61,54
c22309,5,84
c22310,57,64
c22311,5,65
c22312,29,96
c22313,2,56
c22314,34,23
c22315,18,29
c22316,15,34
c22317,9,85
c22318,65,41
c22319,15,86
c22320,11,54
c22321,8,60
c22322,11,52
c22323,23,72
c22324,23,74
c22325,10,61
c22326,57,36
c22327,9,38
c22328,8,36
c22329,2,8
c22330,37,69
c22331,24,24
c22332,28,27
c22333,2,18
c22334,14,14
c22335,77,57
c22336,96,94
c22337,10,28
c22338,8,8
c22339,23,77
c22340,10,18
c22341,4,4
c22342,29,91
c22343,13,13
c22344,1,75
c22345,13,14
c22346,16,16
c22347,3,84
c22348,33,33
c22349,13,13
c22350,8,29
c22351,10,38
c22352,17,54
c22353,28,86
c22354,65,93
c22355,14,78
c22356,45,86
c22357,13,81
c22358,2,11
c22359,5,62
c22360,12,1
c22361,22,57
c22362,2,91
c22363,4,18
c22364,7,90
c22365,18,52
c22366,17,33
c22367,24,27
c22368,9,48
c22369,3,55
c22370,26,50
c22371,21,38
c22372,31,44
c22373,17,26
c22374,10,2
c22375,19,85
c22376,37,37
c22377,56,56
c22378,12,12
c22379,24,91
c22380,20,39
c22381,8,36
c22382,13,42
c22383,28,78
c22384,12,12
c22385,8,91
c22386,15,15
c22387,3,78
c22388,1,90
c22389,20,68
c22390,37,71
c22391,10,30
c22392,23,50
c22393,1,61
c22394,11,11
c22395,9,9
c22396,12,20
c22397,3,84
c22398,65,77
c22399,3,19
c22400,1,89
c22401,9,86
c22402,2,2
c22403,12,87
c22404,32,99
c22405,3,49
c22406,9,22
c22407,5,6
c22408,6,97
c22409,20,20
c22410,2,2
c22411,2,4
c22412,3,48
c22413,24,81
c22414,22,46
c22415,1,96
c22416,12,1
c22417,10,60
c22418,6,20
c22419,9,16
c22420,85,41
c22421,31,38
c22422,59,15
c22423,2,93
c22424,86,40
c22425,29,61
c22426,15,94
c22427,27,94
c22428,28,43
c22429,11,16
c22430,35,27
c22431,23,77
c22432,2,34
c22433,3,99
c22434,23,65
c22435,35,37
c22436,5,79
c22437,1,1
c22438,29,58
c22439,4,29
c22440,1,73
c22441,44,91
c22442,7,99
c22443,8,19
c22444,1,17
c22445,1,54
c22446,31,40
c22447,7,70
c22448,3,25
c22449,5,5
c22450,42,1
c22451,42,8
c22452,16,87
c22453,9,9
c22454,5,84
c22455,16,16
c22456,16,5
c22457,38,80
c22458,1,64
c22459,7,61
c22460,64,73
c22461,6,28
c22462,48,71
c22463,16,16
c22464,7,33
c22465,3,73
c22466,1,25
c22467,23,23
c22468,23,90
c22469,24,30
c22470,12,25
c22471,69,94
c22472,16,72
c22473,15,30
c22474,10,53
c22475,17,80
c22476,11,64
c22477,1,1
c22478,79,17
c22479,14,69
c22480,2,42
c22481,19,20
c22482,5,77
c22483,30,37
c22484,21,68
c22485,11,28
c22486,26,61
c22487,27,21
c22488,15,71
c22489,5,55
c22490,57,60
c22491,7,78
c22492,29,100
c22493,22,14
c22494,24,80
c22495,7,36
c22496,18,18
c22497,22,94
c22498,5,16
c22499,15,25
c22500,14,25
c22501,8,8
c22502,6,11
c22503,2,89
c22504,35,35
c22505,7,7
c22506,47,27
c22507,36,92
c22508,13,5
c22509,20,19
c22510,5,51
c22511,15,50
c22512,1,83
c22513,16,14
c22514,5,14
c22515,6,96
c22516,1,1
c22517,33,41
c22518,10,20
c22519,9,9
c22520,4,54
c22521,9,100
c22522,18,32
c22523,7,76
c22524,6,69
c22525,24,75
c22526,1,68
c22527,47,47
c22528,17,96
c22529,89,33
c22530,26,33
c22531,2,98
c22532,19,19
c22533,6,99
c22534,54,14
c22535,23,96
c22536,2,5
c22537,10,85
c22538,10,98
c22539,13,82
c22540,2,79
c22541,2,14
c22542,16,89
c22543,5,21
c22544,3,49
c22545,18,18
c22546,12,98
c22547,15,82
c22548,12,95
c22549,20,78
c22550,25,2
c22551,71,50
c22552,14,63
c22553,7,22
c22554,7,53
c22555,62,46
c22556,3,21
c22557,6,99
c22558,37,64
c22559,16,11
c22560,1,20
c22561,23,26
c22562,34,28
c22563,1,11
c22564,2,2
c22565,21,80
c22566,13,62
c22567,19,18
c22568,15,88
c22569,30,30
c22570,17,59
c22571,66,25
c22572,25,68
c22573,53,23
c22574,20,20
c22575,7,75
c22576,69,31
c22577,42,10
c22578,22,80
c22579,8,8
c22580,57,1
c22581,23,11
c22582,28,34
c22583,31,93
c22584,66,67
c22585,22,88
c22586,4,71
c22587,16,20
c22588,2,62
c22589,34,6
c22590,12,71
c22591,12,7
c22592,31,36
c22593,6,6
c22594,7,47
c22595,1,36
c22596,25,25
c22597,19,19
c22598,7,7
c22599,20,95
c22600,22,19
c22601,16,44
c22602,12,79
c22603,16,46
c22604,8,44
c22605,35,35
c22606,12,3
c22607,22,77
c22608,22,78
c22609,19,12
c22610,2,95
c22611,19,57
c22612,29,22
c22613,6,90
c22614,20,44
c22615,38,9
c22616,2,67
c22617,13,81
c22618,43,4
c22619,2,2
c22620,16,77
c22621,6,49
c22622,10,75
c22623,4,18
c22624,31,94
c22625,12,63
c22626,24,32
c22627,44,44
c22628,20,7
c22629,17,15
c22630,4,51
c22631,25,25
c22632,56,85
c22633,11,29
c22634,37,37
c22635,3,99
c22636,6,89
c22637,1,53
c22638,2,32
c22639,35,40
c22640,8,78
c22641,3,85
c22642,9,47
c22643,12,53
c22644,84,40
c22645,10,12
c22646,24,10
c22647,10,38
c22648,2,29
c22649,22,80
c22650,5,12
c22651,3,11
c22652,56,94
c22653,23,18
c22654,3,76
c22655,4,90
c22656,5,85
c22657,7,54
c22658,1,1
c22659,24,48
c22660,7,19
c22661,6,29
c22662,6,34
c22663,14,14
c22664,1,82
c22665,10,38
c22666,3,72
c22667,53,53
c22668,3,3
c22669,20,30
c22670,1,86
c22671,16,85
c22672,10,45
c22673,18,52
c22674,20,30
c22675,45,45
c22676,26,85
c22677,1,41
c22678,33,12
c22679,1,8
c22680,4,76
c22681,25,44
c22682,11,95
c22683,5,42
c22684,19,69
c22685,21,69
c22686,12,20
c22687,5,47
c22688,3,63
c22689,20,34
c22690,10,50
c22691,34,84
c22692,8,58
c22693,16,69
c22694,2,4
c22695,16,70
c22696,9,82
c22697,2,79
c22698,20,40
c22699,6,27
c22700,3,19
c22701,21,68
c22702,3,3
c22703,9,98
c22704,28,5
c22705,25,18
c22706,50,72
c22707,35,8
c22708,35,94
c22709,25,70
c22710,32,91
c22711,50,45
c22712,11,69
c22713,10,13
c22714,68,68
c22715,15,2
c22716,3,3
c22717,35,35
c22718,11,41
c22719,17,76
c22720,3,51
c22721,24,79
c22722,13,19
c22723,7,34
c22724,9,40
c22725,12,7
c22726,45,71
c22727,63,49
c22728,45,2
c22729,32,78
c22730,14,38
c22731,4,46
c22732,15,51
c22733,11,69
c22734,32,95
c22735,33,38
c22736,31,90
c22737,8,88
c22738,26,49
c22739,8,55
c22740,30,2
c22741,1,1
c22742,14,39
c22743,9,9
c22744,40,81
c22745,12,40
c22746,10,54
c22747,9,46
c22748,31,55
c22749,1,1
c22750,44,57
c22751,9,24
c22752,1,10
c22753,1,1
c22754,1,100
c22755,24,75
c22756,12,53
c22757,14,58
c22758,17,82
c22759,1,45
c22760,12,37
c22761,4,94
c22762,2,5
c22763,41,46
c22764,11,95
c22765,3,46
c22766,10,74
c22767,6,52
c22768,7,70
c22769,23,23
c22770,14,35
c22771,3,45
c22772,38,74
c22773,19,100
c22774,2,28
c22775,1,1
c22776,7,88
c22777,16,18
c22778,4,29
c22779,24,9
c22780,54,14
c22781,39,51
c22782,12,12
c22783,7,7
c22784,62,54
c22785,34,90
c22786,4,84
c22787,11,70
c22788,2,40
c22789,8,11
c22790,54,54
c22791,12,6
c22792,8,3
c22793,7,56
c22794,6,26
c22795,1,1
c22796,20,5
c22797,5,15
c22798,35,79
c22799,14,14
c22800,12,90
c22801,32,37
c22802,15,15
c22803,25,53
c22804,2,2
c22805,2,20
c22806,2,70
c22807,36,89
c22808,16,68
c22809,7,88
c22810,27,11
c22811,22,7
c22812,18,51
c22813,3,3
c22814,12,27
c22815,24,23
c22816,5,45
c22817,4,54
c22818,20,20
c22819,24,85
c22820,24,97
c22821,24,9
c22822,37,37
c22823,6,6
c22824,3,3
c22825,2,36
c22826,5,23
c22827,72,72
c22828,2,10
c22829,8,96
c22830,21,21
c22831,13,42
c22832,3,95
c22833,17,95
c22834,4,23
c22835,16,90
c22836,6,50
c22837,55,55
c22838,60,50
c22839,4,11
c22840,37,37
c22841,18,57
c22842,20,61
c22843,29,54
c22844,76,30
c22845,44,13
c22846,30,7
c22847,2,2
c22848,45,82
c22849,33,86
c22850,26,63
c22851,28,50
c22852,17,97
c22853,6,6
c22854,3,96
c22855,10,54
c22856,95,81
c22857,43,83
c22858,13,92
c22859,11,66
c22860,13,40
c22861,7,38
c22862,12,20
c22863,2,97
c22864,32,98
c22865,54,66
c22866,36,92
c22867,97,78
c22868,3,37
c22869,5,5
c22870,85,43
c22871,69,4
c22872,6,98
c22873,62,79
c22874,10,47
c22875,32,14
c22876,52,52
c22877,46,74
c22878,20,26
c22879,8,64
c22880,23,87
c22881,7,94
c22882,15,41
c22883,28,74
c22884,48,3
c22885,1,61
c22886,15,19
c22887,35,38
c22888,83,63
c22889,2,75
c22890,26,75
c22891,4,4
c22892,30,67
c22893,5,5
c22894,36,29
c22895,2,2
c22896,7,57
c22897,70,37
c22898,17,3
c22899,20,5
c22900,45,44
c22901,4,4
c22902,12,1
c22903,32,37
c22904,89,65
c22905,9,70
c22906,5,100
c22907,5,5
c22908,4,44
c22909,3,1
c22910,32,98
c22911,8,28
c22912,5,28
c22913,10,45
c22914,9,28
c22915,16,57
c22916,54,89
c22917,58,89
c22918,20,73
c22919,5,59
c22920,3,74
c22921,32,15
c22922,19,72
c22923,1,86
c22924,5,5
c22925,30,78
c22926,15,67
c22927,8,84
c22928,58,67
c22929,20,56
c22930,4,72
c22931,24,79
c22932,34,16
c22933,10,95
c22934,14,18
c22935,8,8
c22936,25,54
c22937,11,93
c22938,20,65
c22939,2,5
c22940,1,11
c22941,7,8
c22942,1,33
c22943,8,30
c22944,9,62
c22945,33,43
c22946,19,13
c22947,6,67
c22948,38,15
c22949,31,81
c22950,8,54
c22951,25,77
c22952,50,50
c22953,11,12
c22954,11,28
c22955,7,49
c22956,8,56
c22957,82,8
c22958,27,60
c22959,13,58
c22960,4,37
c22961,21,48
c22962,1,91
c22963,9,47
c22964,53,53
c22965,8,90
c22966,8,62
c22967,7,33
c22968,9,9
c22969,4,4
c22970,24,8
c22971,3,71
c22972,49,38
c22973,57,97
c22974,4,62
c22975,71,90
c22976,22,22
c22977,20,54
c22978,2,77
c22979,43,1
c22980,14,21
c22981,28,87
c22982,23,50
c22983,28,95
c22984,2,2
c22985,3,79
c22986,53,33
c22987,58,61
c22988,37,90
c22989,26,61
c22990,11,25
c22991,15,92
c22992,39,39
c22993,14,14
c22994,5,60
c22995,11,80
c22996,15,60
c22997,48,11
c22998,7,75
c22999,6,6
c23000,53,71
c23001,25,70
c23002,23,38
c23003,12,18
c23004,55,55
c23005,7,26
c23006,9,9
c23007,19,61
c23008,6,6
c23009,2,2
c23010,13,10
c23011,3,37
c23012,12,76
c23013,26,96
c23014,3,30
c23015,2,33
c23016,14,31
c23017,12,21
c23018,36,40
c23019,35,25
c23020,7,7
c23021,4,92
c23022,29,70
c23023,55,55
c23024,4,31
c23025,13,36
c23026,2,99
c23027,19,1
c23028,9,98
c23029,3,21
c23030,11,96
c23031,35,35
c23032,20,18
c23033,13,13
c23034,3,33
c23035,11,11
c23036,23,36
c23037,22,68
c23038,36,57
c23039,6,6
c23040,30,55
c23041,70,92
c23042,55,44
c23043,35,75
c23044,9,84
c23045,15,60
c23046,30,11
c23047,59,8
c23048,4,46
c23049,58,95
c23050,12,12
c23051,19,19
c23052,20,20
c23053,16,82
c23054,18,25
c23055,75,5
c23056,4,73
c23057,8,59
c23058,3,88
c23059,2,60
c23060,22,73
c23061,3,72
c23062,19,50
c23063,48,49
c23064,69,65
c23065,16,81
c23066,11,82
c23067,45,91
c23068,5,2
c23069,21,97
c23070,36,75
c23071,11,59
c23072,71,28
c23073,7,31
c23074,2,81
c23075,10,27
c23076,32,40
c23077,22,58
c23078,9,9
c23079,2,20
c23080,41,62
c23081,9,9
c23082,17,51
c23083,39,28
c23084,4,68
c23085,11,37
c23086,46,57
c23087,7,80
c23088,14,56
c23089,1,72
c23090,9,6
c23091,3,15
c23092,24,24
c23093,9,27
c23094,26,85
c23095,27,29
c23096,1,34
c23097,54,7
c23098,25,34
c23099,8,23
c23100,36,61
c23101,20,20
c23102,12,50
c23103,18,57
c23104,9,60
c23105,13,57
c23106,9,88
c23107,13,60
c23108,2,35
c23109,25,25
c23110,5,5
c23111,7,83
c23112,12,12
c23113,23,73
c23114,5,91
c23115,35,42
c23116,9,59
c23117,3,73
c23118,3,47
c23119,34,7
c23120,8,47
c23121,2,44
c23122,19,62
c23123,11,6
c23124,3,65
c23125,23,37
c23126,4,4
c23127,14,30
c23128,9,9
c23129,58,96
c23130,14,43
c23131,33,100
c23132,32,42
c23133,37,77
c23134,28,72
c23135,6,92
c23136,2,53
c23137,14,14
c23138,62,96
c23139,42,96
c23140,41,93
c23141,29,84
c23142,47,24
c23143,7,30
c23144,10,83
c23145,14,78
c23146,1,48
c23147,26,9
c23148,20,92
c23149,31,87
c23150,2,15
c23151,2,75
c23152,30,30
c23153,15,15
c23154,19,65
c23155,7,21
c23156,5,5
c23157,3,8
c23158,21,11
c23159,15,1
c23160,1,73
c23161,77,68
c23162,40,20
c23163,12,8
c23164,48,48
c23165,54,93
c23166,14,88
c23167,20,12
c23168,6,12
c23169,3,67
c23170,12,12
c23171,19,3
c23172,41,41
c23173,15,39
c23174,19,57
c23175,3,82
c23176,67,95
c23177,15,24
c23178,33,14
c23179,7,55
c23180,7,27
c23181,1,37
c23182,26,28
c23183,2,79
c23184,35,35
c23185,24,43
c23186,4,40
c23187,19,87
c23188,19,33
c23189,5,5
c23190,18,60
c23191,46,69
c23192,15,56
c23193,3,80
c23194,12,20
c23195,22,58
c23196,13,69
c23197,7,41
c23198,3,85
c23199,15,85
c23200,32,93
c23201,1,24
c23202,2,92
c23203,7,41
c23204,15,15
c23205,44,34
c23206,7,31
c23207,5,9
c23208,3,3
c23209,22,4
c23210,11,45
c23211,8,8
c23212,5,85
c23213,13,20
c23214,18,92
c23215,53,33
c23216,1,32
c23217,11,90
c23218,4,76
c23219,30,92
c23220,33,40
c23221,25,27
c23222,35,39
c23223,13,100
c23224,45,45
c23225,20,20
c23226,6,82
c23227,10,10
c23228,2,2
c23229,3,71
c23230,9,93
c23231,12,97
c23232,23,37
c23233,3,51
c23234,20,63
c23235,14,57
c23236,48,57
c23237,40,80
c23238,54,34
c23239,79,80
c23240,16,40
c23241,3,13
c23242,16,21
c23243,16,97
c23244,27,34
c23245,13,57
c23246,72,54
c23247,37,57
c23248,15,15
c23249,19,83
c23250,6,58
c23251,29,76
c23252,10,43
c23253,3,74
c23254,2,59
c23255,43,14
c23256,15,15
c23257,3,3
c23258,5,80
c23259,1,32
c23260,9,20
c23261,62,71
c23262,53,44
c23263,16,96
c23264,1,47
c23265,31,36
c23266,8,89
c23267,3,50
c23268,10,10
c23269,33,34
c23270,1,31
c23271,2,3
c23272,27,83
c23273,30,84
c23274,9,86
c23275,5,37
c23276,2,2
c23277,14,14
c23278,45,91
c23279,2,59
c23280,37,37
c23281,4,99
c23282,1,23
c23283,1,1
c23284,5,5
c23285,14,74
c23286,23,50
c23287,12,32
c23288,23,30
c23289,10,55
c23290,18,76
c23291,10,60
c23292,3,7
c23293,42,26
c23294,4,93
c23295,2,76
c23296,21,82
c23297,19,36
c23298,38,46
c23299,1,96
c23300,58,82
c23301,78,4
c23302,25,71
c23303,3,89
c23304,63,33
c23305,12,69
c23306,13,58
c23307,7,60
c23308,7,58
c23309,23,62
c23310,9,26
c23311,2,60
c23312,18,52
c23313,46,49
c23314,96,87
c23315,35,96
c23316,22,46
c23317,1,13
c23318,16,89
c23319,35,39
c23320,22,96
c23321,7,79
c23322,9,15
c23323,9,41
c23324,18,4
c23325,17,90
c23326,2,67
c23327,4,84
c23328,16,16
c23329,4,40
c23330,8,87
c23331,1,45
c23332,43,86
c23333,6,15
c23334,51,49
c23335,9,1
c23336,8,24
c23337,50,50
c23338,51,99
c23339,16,83
c23340,14,1
c23341,12,28
c23342,40,76
c23343,27,63
c23344,1,74
c23345,23,51
c23346,12,65
c23347,8,98
c23348,30,81
c23349,10,10
c23350,47,19
c23351,5,39
c23352,19,71
c23353,17,17
c23354,8,8
c23355,37,79
c23356,77,61
c23357,9,22
c23358,1,68
c23359,5,5
c23360,53,73
c23361,2,30
c23362,11,2
c23363,24,61
c23364,12,17
c23365,34,24
c23366,8,26
c23367,2,29
c23368,49,56
c23369,22,72
c23370,19,19
c23371,1,70
c23372,27,59
c23373,27,12
c23374,26,42
c23375,4,4
c23376,7,74
c23377,5,5
c23378,11,99
c23379,12,12
c23380,64,15
c23381,2,2
c23382,4,14
c23383,13,81
c23384,15,89
c23385,17,54
c23386,37,30
c23387,16,95
c23388,37,28
c23389,9,3
c23390,8,52
c23391,19,39
c23392,5,40
c23393,13,78
c23394,11,16
c23395,7,86
c23396,21,40
c23397,8,24
c23398,3,46
c23399,3,64
c23400,7,9
c23401,15,72
c23402,6,6
c23403,51,66
c23404,1,11
c23405,41,41
c23406,6,49
c23407,9,9
c23408,1,10
c23409,18,38
c23410,29,3
c23411,6,73
c23412,24,51
c23413,35,52
c23414,13,81
c23415,1,42
c23416,18,47
c23417,1,1
c23418,5,43
c23419,36,23
c23420,53,14
c23421,6,100
c23422,4,62
c23423,25,14
c23424,19,33
c23425,8,8
c23426,17,17
c23427,46,46
c23428,1,1
c23429,4,11
c23430,4,96
c23431,27,38
c23432,39,91
c23433,57,57
c23434,21,31
c23435,13,24
c23436,22,22
c23437,28,72
c23438,3,72
c23439,37,2
c23440,12,100
c23441,26,23
c23442,7,52
c23443,8,77
c23444,3,43
c23445,9,9
c23446,4,41
c23447,1,40
c23448,29,43
